mpg,stk,year,spawn_tot,spawn_nat,rec3,rec4,rec5,rec6,rec,harvest,recspn,recspn3,recspn4,recspn5
Middle Fork Salmon,Middle Fork Salmon River above Indian Creek,1998,62,62,1.61,103.96,223.56,0.84,329.97,0.12586598,5.322096774,0.025967742,1.676774194,3.605806452
Middle Fork Salmon,Middle Fork Salmon River above Indian Creek,1999,11,11,1.61,41.952,16.68,1.836,62.078,0.093881579,5.643454545,0.146363636,3.813818182,1.516363636
Middle Fork Salmon,Middle Fork Salmon River above Indian Creek,2000,22,22,5.796,100.68,45.9,0,152.376,0.108,6.926181818,0.263454545,4.576363636,2.086363636
Middle Fork Salmon,Middle Fork Salmon River above Indian Creek,2001,322,322,1.8,56.7,9.27,1.326,69.096,0.079,0.214583851,0.005590062,0.176086957,0.02878882
Middle Fork Salmon,Middle Fork Salmon River above Indian Creek,2002,230,230,3.564,20.73,37.842,1.653,63.789,0.079,0.277343478,0.015495652,0.090130435,0.164530435
Middle Fork Salmon,Middle Fork Salmon River above Indian Creek,2003,276,276,0,9.792,25.422,0,35.214,0.088,0.127586957,0,0.035478261,0.092108696
Middle Fork Salmon,Middle Fork Salmon River above Indian Creek,2004,120,120,2.04,27.873,6.888,0.72,37.521,0.152,0.312675,0.017,0.232275,0.0574
Middle Fork Salmon,Middle Fork Salmon River above Indian Creek,2005,108,108,2.052,30.463,19.2,2.877,54.592,0.089,0.505481481,0.019,0.282064815,0.177777778
Middle Fork Salmon,Middle Fork Salmon River above Indian Creek,2006,30,30,3.69,97.08,58.088,1.168,160.026,0.149,5.3342,0.123,3.236,1.936266667
Middle Fork Salmon,Middle Fork Salmon River above Indian Creek,2007,51,51,3,65.623,78.256,0.343,147.222,0.087886959,2.886705882,0.058823529,1.28672549,1.534431373
Middle Fork Salmon,Middle Fork Salmon River above Indian Creek,2008,57,57,10.412,63.072,16.513,0,89.997,0.106067215,1.578894737,0.182666667,1.106526316,0.289701754
Middle Fork Salmon,Middle Fork Salmon River above Indian Creek,2009,41,41,3.358,17.444,7.8,0,28.602,0.091,0.697609756,0.081902439,0.425463415,0.190243902
Middle Fork Salmon,Middle Fork Salmon River above Indian Creek,2010,120,120,14.7,90.584,20.13,0.756,126.17,0.124,1.051416667,0.1225,0.754866667,0.16775
Middle Fork Salmon,Middle Fork Salmon River above Indian Creek,2011,137,137,5.616,85.14,54.756,0,145.512,NA,1.062131387,0.040992701,0.621459854,0.399678832
Middle Fork Salmon,Middle Fork Salmon River above Indian Creek,2012,146,146,4.73,51.732,21.204,0,77.666,NA,0.531958904,0.03239726,0.354328767,0.145232877
Middle Fork Salmon,Middle Fork Salmon River above Indian Creek,2013,49,49,0.756,30.495,1.72,NA,32.971,NA,0.672877551,0.015428571,0.622346939,0.035102041
Middle Fork Salmon,Middle Fork Salmon River above Indian Creek,2014,104,104,5.301,41.28,NA,NA,46.581,0.54,0.447894231,0.050971154,0.396923077,NA
Middle Fork Salmon,Middle Fork Salmon River above Indian Creek,2015,110,110,0,NA,NA,NA,NA,NA,NA,0,NA,NA
Middle Fork Salmon,Middle Fork Salmon River above Indian Creek,2016,108,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Middle Fork Salmon,Middle Fork Salmon River above Indian Creek,2017,57,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Middle Fork Salmon,Middle Fork Salmon River above Indian Creek,2018,43,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Middle Fork Salmon,Middle Fork Salmon River below Indian Creek,1957,124,124,2.337,34.777,23.5,0,60.614,0.622720401,0.488822581,0.018846774,0.280459677,0.189516129
Middle Fork Salmon,Middle Fork Salmon River below Indian Creek,1958,121,121,4.897,22.137,18.116,0,45.15,0.745296473,0.373140496,0.040471074,0.182950413,0.149719008
Middle Fork Salmon,Middle Fork Salmon River below Indian Creek,1959,19,19,1.363,8.82,142.68,0,152.863,0.689580077,8.045421053,0.071736842,0.464210526,7.509473684
Middle Fork Salmon,Middle Fork Salmon River below Indian Creek,1960,41,41,1.064,93.726,31.74,0,126.53,0.711131039,3.086097561,0.02595122,2.286,0.774146341
Middle Fork Salmon,Middle Fork Salmon River below Indian Creek,1961,83,83,9.348,23.76,49.751,0,82.859,0.578707313,0.998301205,0.112626506,0.28626506,0.599409639
Middle Fork Salmon,Middle Fork Salmon River below Indian Creek,1962,47,47,4.5,36.668,50.224,0,91.392,0.693792187,1.944510638,0.095744681,0.780170213,1.068595745
Middle Fork Salmon,Middle Fork Salmon River below Indian Creek,1963,28,28,2.581,16.644,12.712,0,31.937,0.710131395,1.140607143,0.092178571,0.594428571,0.454
Middle Fork Salmon,Middle Fork Salmon River below Indian Creek,1964,246,246,6.132,13.776,4.455,0,24.363,0.619816219,0.099036585,0.024926829,0.056,0.018109756
Middle Fork Salmon,Middle Fork Salmon River below Indian Creek,1965,60,60,1.512,4.158,56.191,0,61.861,0.642881096,1.031016667,0.0252,0.0693,0.936516667
Middle Fork Salmon,Middle Fork Salmon River below Indian Creek,1966,89,89,0.387,24.983,3.276,0,28.646,0.490027963,0.321865169,0.004348315,0.280707865,0.036808989
Middle Fork Salmon,Middle Fork Salmon River below Indian Creek,1967,73,73,1.743,2.316,36.917,0,40.976,0.584850277,0.561315068,0.023876712,0.031726027,0.505712329
Middle Fork Salmon,Middle Fork Salmon River below Indian Creek,1968,28,28,0.414,29.48,21.9,0,51.794,0.490129952,1.849785714,0.014785714,1.052857143,0.782142857
Middle Fork Salmon,Middle Fork Salmon River below Indian Creek,1969,9,9,0.603,2.9,18.166,0,21.669,0.466907789,2.407666667,0.067,0.322222222,2.018444444
Middle Fork Salmon,Middle Fork Salmon River below Indian Creek,1970,83,83,0.2,12.555,9.972,0,22.727,0.493483474,0.273819277,0.002409639,0.15126506,0.120144578
Middle Fork Salmon,Middle Fork Salmon River below Indian Creek,1971,6,6,0.279,1.98,3.624,0,5.883,0.385802014,0.9805,0.0465,0.33,0.604
Middle Fork Salmon,Middle Fork Salmon River below Indian Creek,1972,67,67,0.048,2.154,0,NA,NA,0.548664396,NA,0.000716418,0.032149254,0
Middle Fork Salmon,Middle Fork Salmon River below Indian Creek,1973,25,25,0.222,0,NA,NA,NA,0.608659608,NA,0.00888,0,NA
Middle Fork Salmon,Middle Fork Salmon River below Indian Creek,1974,31,31,0,NA,NA,NA,NA,0.409038961,NA,0,NA,NA
Middle Fork Salmon,Middle Fork Salmon River below Indian Creek,1975,12,12,NA,NA,NA,NA,NA,0.002,NA,NA,NA,NA
Middle Fork Salmon,Middle Fork Salmon River below Indian Creek,1976,6,6,NA,NA,NA,NA,NA,0.005,NA,NA,NA,NA
Middle Fork Salmon,Middle Fork Salmon River below Indian Creek,1977,0,0,NA,NA,NA,NA,NA,0.355808656,NA,NA,NA,NA
Middle Fork Salmon,Middle Fork Salmon River below Indian Creek,1978,NA,NA,NA,NA,NA,NA,NA,0.184946463,NA,NA,NA,NA
Middle Fork Salmon,Middle Fork Salmon River below Indian Creek,1979,NA,NA,NA,NA,NA,NA,NA,0.043,NA,NA,NA,NA
Middle Fork Salmon,Middle Fork Salmon River below Indian Creek,1980,NA,NA,NA,NA,NA,NA,NA,0.032,NA,NA,NA,NA
Middle Fork Salmon,Middle Fork Salmon River below Indian Creek,1981,NA,NA,NA,NA,NA,0,NA,0.066,NA,NA,NA,NA
Middle Fork Salmon,Middle Fork Salmon River below Indian Creek,1982,NA,NA,NA,NA,2.252,NA,NA,0.085,NA,NA,NA,NA
Middle Fork Salmon,Middle Fork Salmon River below Indian Creek,1983,NA,NA,NA,1.732,NA,0,NA,0.091,NA,NA,NA,NA
Middle Fork Salmon,Middle Fork Salmon River below Indian Creek,1984,NA,NA,0.02,NA,0,0,NA,0.1,NA,NA,NA,NA
Middle Fork Salmon,Middle Fork Salmon River below Indian Creek,1985,NA,NA,NA,0,0,0,NA,0.068,NA,NA,NA,NA
Middle Fork Salmon,Middle Fork Salmon River below Indian Creek,1986,NA,NA,0,0,0,0,0,0.08,NA,NA,NA,NA
Middle Fork Salmon,Middle Fork Salmon River below Indian Creek,1987,4,4,0,0,0,0,0,0.08,0,0,0,0
Middle Fork Salmon,Middle Fork Salmon River below Indian Creek,1988,NA,NA,0,0,0,0,0,0.135,NA,NA,NA,NA
Middle Fork Salmon,Middle Fork Salmon River below Indian Creek,1989,0,0,0,0,0,0,0,0.099,NA,NA,NA,NA
Middle Fork Salmon,Middle Fork Salmon River below Indian Creek,1990,0,0,0,0,0,0,0,0.121,NA,NA,NA,NA
Middle Fork Salmon,Middle Fork Salmon River below Indian Creek,1991,0,0,0,0,0,0,0,0.101,NA,NA,NA,NA
Middle Fork Salmon,Middle Fork Salmon River below Indian Creek,1992,0,0,0,0,2.778,0,2.778,0.079,NA,NA,NA,NA
Middle Fork Salmon,Middle Fork Salmon River below Indian Creek,1993,0,0,0,2.928,0,0,2.928,0.071,NA,NA,NA,NA
Middle Fork Salmon,Middle Fork Salmon River below Indian Creek,1994,0,0,0.294,0,0,0,0.294,0.095,NA,NA,NA,NA
Middle Fork Salmon,Middle Fork Salmon River below Indian Creek,1995,0,0,0,0,7.172,0.315,7.487,0.05,NA,NA,NA,NA
Middle Fork Salmon,Middle Fork Salmon River below Indian Creek,1996,0,0,0,33.748,5.292,0.099,39.139,0.05,NA,NA,NA,NA
Middle Fork Salmon,Middle Fork Salmon River below Indian Creek,1997,6,6,3.08,57.015,4.77,0.595,65.46,0.072,10.91,0.513333333,9.5025,0.795
Middle Fork Salmon,Middle Fork Salmon River below Indian Creek,1998,0,0,0.315,4.068,28.35,0.133,32.866,0.057,NA,NA,NA,NA
Middle Fork Salmon,Middle Fork Salmon River below Indian Creek,1999,0,0,0.063,5.32,2.641,0,8.024,0.042,NA,NA,NA,NA
Middle Fork Salmon,Middle Fork Salmon River below Indian Creek,2000,44,44,0.735,15.941,0,0,16.676,0.057,0.379,0.016704545,0.362295455,0
Middle Fork Salmon,Middle Fork Salmon River below Indian Creek,2001,63,63,0.285,0,0.927,0,1.212,0.145,0.019238095,0.00452381,0,0.014714286
Middle Fork Salmon,Middle Fork Salmon River below Indian Creek,2002,9,9,0,2.073,0,0.174,2.247,0.12586598,0.249666667,0,0.230333333,0
Middle Fork Salmon,Middle Fork Salmon River below Indian Creek,2003,35,35,0,0,2.676,0,2.676,0.093881579,0.076457143,0,0,0.076457143
Middle Fork Salmon,Middle Fork Salmon River below Indian Creek,2004,19,19,0,2.934,0.504,0.036,3.474,0.108,0.182842105,0,0.154421053,0.026526316
Middle Fork Salmon,Middle Fork Salmon River below Indian Creek,2005,0,0,0.216,2.229,0.96,0.063,3.468,0.079,NA,NA,NA,NA
Middle Fork Salmon,Middle Fork Salmon River below Indian Creek,2006,3,3,0.27,4.854,1.272,0.024,6.42,0.079,2.14,0.09,1.618,0.424
Middle Fork Salmon,Middle Fork Salmon River below Indian Creek,2007,0,0,0.15,1.437,1.608,0,3.195,0.088,NA,NA,NA,NA
Middle Fork Salmon,Middle Fork Salmon River below Indian Creek,2008,6,6,0.228,1.296,0,0,1.524,0.152,0.254,0.038,0.216,0
Middle Fork Salmon,Middle Fork Salmon River below Indian Creek,2009,3,3,0.069,0,0.225,0,0.294,0.089,0.098,0.023,0,0.075
Middle Fork Salmon,Middle Fork Salmon River below Indian Creek,2010,6,6,0,2.613,5.124,0.021,7.758,0.149,1.293,0,0.4355,0.854
Middle Fork Salmon,Middle Fork Salmon River below Indian Creek,2011,3,3,0.162,21.672,1.521,0,23.355,0.087886959,7.785,0.054,7.224,0.507
Middle Fork Salmon,Middle Fork Salmon River below Indian Creek,2012,3,3,1.204,1.437,1.116,0,3.757,0.106067215,1.252333333,0.401333333,0.479,0.372
Middle Fork Salmon,Middle Fork Salmon River below Indian Creek,2013,0,0,0.021,1.605,0.12,NA,1.746,0.091,NA,NA,NA,NA
Middle Fork Salmon,Middle Fork Salmon River below Indian Creek,2014,3,3,0.279,2.88,NA,NA,3.159,0.124,1.053,0.093,0.96,NA
Middle Fork Salmon,Middle Fork Salmon River below Indian Creek,2015,28,28,0,NA,NA,NA,NA,0.622720401,NA,0,NA,NA
Middle Fork Salmon,Middle Fork Salmon River below Indian Creek,2016,3,3,NA,NA,NA,NA,NA,0.745296473,NA,NA,NA,NA
Middle Fork Salmon,Middle Fork Salmon River below Indian Creek,2017,3,3,NA,NA,NA,NA,NA,0.689580077,NA,NA,NA,NA
Middle Fork Salmon,Middle Fork Salmon River below Indian Creek,2018,3,3,NA,NA,NA,NA,NA,0.711131039,NA,NA,NA,NA
Imnaha,Minam River,1954,794,794,315.5976,257.359,342.0416,0,914.9982,0.767,1.15239068,0.397478086,0.324129723,0.430782872
Imnaha,Minam River,1955,1082,1082,19.0625,1482.2464,95.8166,0,1597.1255,0.627,1.476086414,0.017617837,1.369913494,0.088555083
Imnaha,Minam River,1956,2020,2020,159.712,682.48,59.7432,0,901.9352,0.573,0.446502574,0.079065347,0.337861386,0.029575842
Imnaha,Minam River,1957,4104,4104,119.7034,318.5574,368.5,0,806.7608,0.47,0.196579142,0.029167495,0.077621199,0.089790448
Imnaha,Minam River,1958,305,305,59.7432,947.6346,281.4026,0,1288.7804,0.596,4.225509508,0.195879344,3.106998689,0.922631475
Imnaha,Minam River,1959,1984.04,1984,157.8654,430.3896,125.375,0,713.63,0.598,0.359685289,0.07956765,0.216925868,0.06319177
Imnaha,Minam River,1960,898.2177,898,66.2078,647.7374,33.4565,1.8084,749.2101,0.545,0.834107478,0.073710193,0.721136312,0.037247652
Imnaha,Minam River,1961,438,438,229.8876,701.8913,66.0066,1.5555,999.341,0.64,2.281600457,0.524857534,1.602491553,0.1507
Imnaha,Minam River,1962,1474.469,1474,133.6522,686.4522,98.576,0,918.6804,0.428,0.623058471,0.090644293,0.465558923,0.066855254
Imnaha,Minam River,1963,778.2584,778,67.7328,157.136,43.8219,0,268.6907,0.553,0.345246129,0.087031248,0.201907233,0.056307648
Imnaha,Minam River,1964,1003,1003,47.763,481.7781,103.4341,0,632.9752,0.423,0.631081954,0.04762014,0.480337089,0.103124726
Imnaha,Minam River,1965,869.367,869,131.4,765.4682,181.1466,0,1078.0148,0.476,1.239999678,0.151144453,0.880489137,0.208366087
Imnaha,Minam River,1966,822.3633,822,62.0977,652.1466,37.0336,0,751.2779,0.494,0.913559615,0.075511273,0.793015204,0.045033138
Imnaha,Minam River,1967,305.4025,305,108.7068,529.5544,120.9819,0,759.2431,0.336,2.48604088,0.355946006,1.733955681,0.396139193
Imnaha,Minam River,1968,657.2449,657,85.412,677.4638,115.8368,0,878.7126,0.495,1.336963741,0.129954603,1.030763114,0.176246023
Imnaha,Minam River,1969,931.4654,931,72.5543,549.2003,104.3307,0,726.0853,0.545,0.779508611,0.077892641,0.589608911,0.112007059
Imnaha,Minam River,1970,942.3763,942,17.9629,333.8307,235.625,0,587.4186,0.368,0.62333762,0.019061282,0.354243522,0.250032816
Imnaha,Minam River,1971,652,652,20.8845,141.375,96.1079,0,258.3674,0.002,0.396269018,0.032031442,0.216832822,0.147404755
Imnaha,Minam River,1972,871.3911,871,0,421.3541,67.1238,0,488.4779,0.005,0.560572514,0,0.483541891,0.077030624
Imnaha,Minam River,1973,683,683,29.5927,180.8124,1255.7064,0,1466.1115,0.38,2.146576135,0.043327526,0.26473265,1.838515959
Imnaha,Minam River,1974,459.1328,459,19.0638,190.2936,23.1288,0,232.4862,0.059,0.50635938,0.04152132,0.414463092,0.050374968
Imnaha,Minam River,1975,377,377,0,62.3024,25.6428,0,87.9452,0.043,0.233276393,0,0.165258355,0.068018037
Imnaha,Minam River,1976,547.4179,547,6.5688,69.0744,35.196,0,110.8392,0.032,0.20247639,0.011999608,0.126182209,0.064294573
Imnaha,Minam River,1977,267,267,7.2828,94.808,57.3192,0,159.41,0.066,0.597041199,0.027276404,0.355086142,0.214678652
Imnaha,Minam River,1978,1446.241,1446,9.996,154.4016,190.08,0,354.4776,0.085,0.245102718,0.006911711,0.10676063,0.131430377
Imnaha,Minam River,1979,92.11828,92,16.2792,25.92,71.2048,0,113.404,0.091,1.231069447,0.176720625,0.281377377,0.772971445
Imnaha,Minam River,1980,102,102,0,161.7952,279.0372,0,440.8324,0.1,4.321886275,0,1.586227451,2.735658824
Imnaha,Minam River,1981,140,140,0,883.5372,114.7443,0,998.2815,0.068,7.130582143,0,6.31098,0.819602143
Imnaha,Minam River,1982,228,228,46.5465,206.5332,63.8324,0,316.9121,0.08,1.389965351,0.204151316,0.905847368,0.279966667
Imnaha,Minam River,1983,216.3657,216,5.7225,385.446,332.1918,0,723.3603,0.08,3.343230004,0.026448277,1.781456118,1.535325608
Imnaha,Minam River,1984,233.0417,233,4.7216,192.3016,76.7833,0,273.8065,0.135,1.174924917,0.020260752,0.825181073,0.329483093
Imnaha,Minam River,1985,1209.122,1209,17.5066,230.3818,58.674,0,306.5624,0.099,0.25354133,0.014478771,0.190536439,0.048526121
Imnaha,Minam River,1986,654.9893,327,11.803,172.326,119.3838,0,303.5128,0.121,0.46338589,0.018020142,0.263097428,0.182268321
Imnaha,Minam River,1987,908.4852,454,0,119.3838,9.8078,0,129.1916,0.101,0.142205509,0,0.131409736,0.010795773
Imnaha,Minam River,1988,867.554,542,7.2324,28.1922,150.1272,0,185.5518,0.079,0.213879251,0.008336542,0.03249619,0.173046519
Imnaha,Minam River,1989,319.4038,319,0,81.8728,18.261,0,100.1338,0.071,0.313502219,0,0.256330075,0.057172144
Imnaha,Minam River,1990,527.5768,231,0,11.739,0,0,11.739,0.095,0.022250789,0,0.022250789,0
Imnaha,Minam River,1991,399.23904,246,0,62.629,0,0,62.629,0.05,0.156870931,0,0.156870931,0
Imnaha,Minam River,1992,393.59775,38,7.371,285.4328,14.4,0,307.2038,0.05,0.780501921,0.018727241,0.725189105,0.036585575
Imnaha,Minam River,1993,414.9865,232,10.5672,162,164.2113,0,336.7785,0.072,0.811540857,0.025463961,0.390374145,0.395702752
Imnaha,Minam River,1994,54.32227,30,3.6,44.7887,56.8,0,105.1887,0.057,1.936382629,0.066271163,0.824499786,1.04561168
Imnaha,Minam River,1995,70,70,0,85.2,0,0,85.2,0.042,1.217142857,0,1.217142857,0
Imnaha,Minam River,1996,310.8571,296,0,431.489,139.7968,0,571.2858,0.057,1.837776264,0,1.388062232,0.449714033
Imnaha,Minam River,1997,187.621,180,17.511,406.7492,137.78,0,562.0402,0.145,2.995614563,0.09333177,2.167930029,0.734352764
Imnaha,Minam River,1998,209.28,209,25.3968,519.912,402.9463,0,948.2551,0.126,4.531035455,0.121353211,2.484288991,1.925393253
Imnaha,Minam River,1999,149.12,142,6.2416,139.7887,66.2099,0,212.2402,0.094,1.423284603,0.041856223,0.937424222,0.444004158
Imnaha,Minam River,2000,460.8,449,8.2099,426.7901,63.2664,0,498.2664,0.108,1.081307292,0.017816623,0.926193793,0.137296875
Imnaha,Minam River,2001,608.2065,572,0,237.2664,81.4464,0,318.7128,0.079,0.524020707,0,0.390108294,0.133912413
Imnaha,Minam River,2002,664,664,47.4672,352.9792,173.9028,0,574.3492,0.079,0.864983735,0.071486747,0.531595181,0.261901807
Imnaha,Minam River,2003,558.56,551,13.5744,127.5162,112.811,0,253.9016,0.088,0.454564595,0.024302492,0.228294543,0.201967559
Imnaha,Minam River,2004,493,493,11.581,372.189,204.0255,0,587.7955,0.152,1.192282961,0.023490872,0.754947262,0.413844828
Imnaha,Minam River,2005,348.0615,348,0,492.966,38.06,0,531.026,0.089,1.525667159,0,1.416318668,0.109348492
Imnaha,Minam River,2006,448,448,68.0085,788.9665,84.2673,0,941.2423,0.149,2.100987277,0.151804688,1.761085938,0.188096652
Imnaha,Minam River,2007,313.2,313,38.06,551.4664,67.9192,0,657.4456,0.088,2.099123883,0.121519796,1.760748404,0.216855683
Imnaha,Minam River,2008,552.6857,485,61.2663,488.9248,100.1641,0,650.3552,0.106,1.176717979,0.110851972,0.884634431,0.181231575
Imnaha,Minam River,2009,765.2571,765,27.156,200.3282,91.7745,0,319.2587,0.091,0.417191425,0.035486113,0.26177895,0.119926362
Imnaha,Minam River,2010,940.9306,865,108.5077,936.0999,48.285,0,1092.8926,0.03,1.161501815,0.115319557,0.99486604,0.051316218
Imnaha,Minam River,2011,842.4851,697,9.1256,482.628,184.2,0,675.9536,0.07,0.802333003,0.010831764,0.572862357,0.218638882
Imnaha,Minam River,2012,638.8148,584,24.1425,429.8,31.229,0,485.1715,0.09,0.759486944,0.037792644,0.672808457,0.048885843
Imnaha,Minam River,2013,459.07693,409,0,142.12,55.18,NA,197.3,0.09,0.429775463,0,0.309577743,0.120197719
Imnaha,Minam River,2014,1129.05,1037,13.651,230.64,NA,NA,244.291,NA,0.216368628,0.012090696,0.204277933,NA
Imnaha,Minam River,2015,651.7029,555,24.18,NA,NA,NA,NA,NA,NA,0.037102796,NA,NA
Imnaha,Minam River,2016,614,614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Imnaha,Minam River,2017,208,187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Imnaha,Minam River,2018,310,310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Upper Salmon,North Fork Salmon River,1957,534,534,24.48,132.01,109.976,0,266.466,NA,0.499,0.045842697,0.247209738,0.205947566
Upper Salmon,North Fork Salmon River,1958,172,172,45.58,99.258,138.648,0,283.486,NA,1.648174419,0.265,0.577081395,0.806093023
Upper Salmon,North Fork Salmon River,1959,NA,NA,23.766,55.544,173.732,0,253.042,NA,NA,NA,NA,NA
Upper Salmon,North Fork Salmon River,1960,272,272,17.808,60.652,51.388,0,129.848,NA,0.477382353,0.065470588,0.222985294,0.188926471
Upper Salmon,North Fork Salmon River,1961,430,430,22.359,49.648,109.516,0,181.523,NA,0.422146512,0.051997674,0.115460465,0.254688372
Upper Salmon,North Fork Salmon River,1962,233,233,14.964,82.346,129.232,0,226.542,NA,0.972283262,0.064223176,0.353416309,0.554643777
Upper Salmon,North Fork Salmon River,1963,212,212,17.138,54.175,232.088,0,303.401,NA,1.431136792,0.080839623,0.255542453,1.094754717
Upper Salmon,North Fork Salmon River,1964,257,257,13.593,186.19,260.804,0,460.587,NA,1.792167315,0.052891051,0.724474708,1.014801556
Upper Salmon,North Fork Salmon River,1965,116,116,14.722,165.432,161.245,0,341.399,NA,2.943094828,0.126913793,1.426137931,1.390043103
Upper Salmon,North Fork Salmon River,1966,209,209,25.764,97.018,89.838,0,212.62,NA,1.017320574,0.123272727,0.464200957,0.42984689
Upper Salmon,North Fork Salmon River,1967,197,197,12.737,64.4,62.656,0,139.793,NA,0.709609137,0.064654822,0.326903553,0.318050761
Upper Salmon,North Fork Salmon River,1968,433,433,6.762,22.616,146.863,0,176.241,NA,0.407023095,0.015616628,0.052230947,0.33917552
Upper Salmon,North Fork Salmon River,1969,452,452,2.728,15.159,37.26,0,55.147,NA,0.122006637,0.006035398,0.033537611,0.082433628
Upper Salmon,North Fork Salmon River,1970,271,271,0.978,16.038,33.374,0,50.39,NA,0.185940959,0.003608856,0.059180812,0.123151292
Upper Salmon,North Fork Salmon River,1971,161,161,0.702,7.093,10.285,0,18.08,NA,0.112298137,0.004360248,0.044055901,0.063881988
Upper Salmon,North Fork Salmon River,1972,88,88,0.533,5.389,37.492,0,43.414,NA,0.493340909,0.006056818,0.061238636,0.426045455
Upper Salmon,North Fork Salmon River,1973,163,163,1.326,49.686,80.91,0,131.922,NA,0.809337423,0.008134969,0.304822086,0.496380368
Upper Salmon,North Fork Salmon River,1974,54,54,3.822,6.09,NA,NA,NA,NA,NA,0.070777778,0.112777778,NA
Upper Salmon,North Fork Salmon River,1975,41,41,0,NA,NA,NA,NA,NA,NA,0,NA,NA
Upper Salmon,North Fork Salmon River,1976,17,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Upper Salmon,North Fork Salmon River,1977,91,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Upper Salmon,North Fork Salmon River,1978,87,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Upper Salmon,North Fork Salmon River,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Upper Salmon,North Fork Salmon River,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Upper Salmon,North Fork Salmon River,1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Upper Salmon,North Fork Salmon River,1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Upper Salmon,North Fork Salmon River,1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Upper Salmon,North Fork Salmon River,1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Upper Salmon,North Fork Salmon River,1985,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
Upper Salmon,North Fork Salmon River,1986,NA,NA,NA,NA,13.713,0,NA,NA,NA,NA,NA,NA
Upper Salmon,North Fork Salmon River,1987,NA,NA,NA,6.237,20.896,0,NA,NA,NA,NA,NA,NA
Upper Salmon,North Fork Salmon River,1988,NA,NA,1.05,9.504,35.685,0,46.239,NA,NA,NA,NA,NA
Upper Salmon,North Fork Salmon River,1989,NA,NA,1.6,8.1,5.32,0,15.02,NA,NA,NA,NA,NA
Upper Salmon,North Fork Salmon River,1990,NA,NA,1.215,2.672,1.306,0,5.193,NA,NA,NA,NA,NA
Upper Salmon,North Fork Salmon River,1991,21,21,0.008,0.594,8.489,0,9.091,NA,0.432904762,0.000380952,0.028285714,0.404238095
Upper Salmon,North Fork Salmon River,1992,32,32,0.1,3.861,17.631,0,21.592,NA,0.67475,0.003125,0.12065625,0.55096875
Upper Salmon,North Fork Salmon River,1993,45,45,0.65,8.019,5.224,0,13.893,NA,0.308733333,0.014444444,0.1782,0.116088889
Upper Salmon,North Fork Salmon River,1994,8,8,1.35,2.376,0.42,0,4.146,NA,0.51825,0.16875,0.297,0.0525
Upper Salmon,North Fork Salmon River,1995,2,2,0.4,3.52,2.938,0,6.858,NA,3.429,0.2,1.76,1.469
Upper Salmon,North Fork Salmon River,1996,13,13,1.06,21.996,19.764,1.295,44.115,NA,3.393461538,0.081538462,1.692,1.520307692
Upper Salmon,North Fork Salmon River,1997,27,27,1.066,297.108,87.875,1.261,387.31,NA,14.34481481,0.039481481,11.004,3.25462963
Upper Salmon,North Fork Salmon River,1998,8,8,7.452,86.58,69.549,0.812,164.393,NA,20.549125,0.9315,10.8225,8.693625
Upper Salmon,North Fork Salmon River,1999,5,5,9.25,23.183,33.06,1.026,66.519,NA,13.3038,1.85,4.6366,6.612
Upper Salmon,North Fork Salmon River,2000,26,26,3.007,77.952,19.98,0,100.939,NA,3.882269231,0.115653846,2.998153846,0.768461538
Upper Salmon,North Fork Salmon River,2001,324,324,4.176,31.482,15.282,0.92,51.86,NA,0.160061728,0.012888889,0.097166667,0.047166667
Upper Salmon,North Fork Salmon River,2002,185,185,1.512,37.8,23.84,0.168,63.32,NA,0.34227027,0.008172973,0.204324324,0.128864865
Upper Salmon,North Fork Salmon River,2003,97,97,0.972,12.52,17.024,0.54,31.056,NA,0.320164948,0.010020619,0.129072165,0.175505155
Upper Salmon,North Fork Salmon River,2004,116,116,2.72,35.28,27.108,0,65.108,NA,0.561275862,0.023448276,0.304137931,0.233689655
Upper Salmon,North Fork Salmon River,2005,54,54,3.584,69.876,0,0,73.46,NA,1.36037037,0.06637037,1.294,0
Upper Salmon,North Fork Salmon River,2006,54,54,10.584,182.007,67.86,1.469,261.92,NA,4.85037037,0.196,3.3705,1.256666667
Upper Salmon,North Fork Salmon River,2007,40,40,6.993,88.14,53.562,0.168,148.863,NA,3.721575,0.174825,2.2035,1.33905
